epoch,accuracy,loss,val_accuracy,val_loss
0,0.29341140389442444,1.8295691013336182,0.40634045004844666,1.6016764640808105
1,0.4785369038581848,1.2704558372497559,0.47337955236434937,1.3250080347061157
2,0.5160685777664185,1.154353141784668,0.5112741589546204,1.1688828468322754
3,0.5487977266311646,1.0994421243667603,0.5314666628837585,1.081959843635559
4,0.5787967443466187,1.0598517656326294,0.519418478012085,1.211830496788025
5,0.6056708693504333,1.0193978548049927,0.6357945799827576,0.9716692566871643
6,0.645998477935791,0.9647735357284546,0.7019586563110352,0.8414313197135925
7,0.684385359287262,0.8840456008911133,0.6761795878410339,1.0641578435897827
8,0.7046478986740112,0.829014778137207,0.7519687414169312,0.6961260437965393
9,0.723002552986145,0.7796990871429443,0.7627381086349487,0.6930305361747742
10,0.7373112440109253,0.7448054552078247,0.7910749316215515,0.6025747656822205
11,0.7544817328453064,0.7000303864479065,0.7847479581832886,0.667486310005188
12,0.7739877104759216,0.6593756675720215,0.7984115481376648,0.6007267832756042
13,0.7830005884170532,0.637254536151886,0.8208925127983093,0.517345130443573
14,0.7994802594184875,0.5955614447593689,0.8315945267677307,0.488675981760025
15,0.8088549971580505,0.5666531324386597,0.781988263130188,0.6871927976608276
16,0.812736451625824,0.5532379746437073,0.8464023470878601,0.46465474367141724
17,0.8189862370491028,0.5333448648452759,0.8265464305877686,0.49994146823883057
18,0.828295111656189,0.5123305916786194,0.8546139597892761,0.41861361265182495
19,0.8320779204368591,0.5019875168800354,0.8506428003311157,0.4568284749984741
20,0.8388539552688599,0.4861460328102112,0.8507773876190186,0.4512972831726074
21,0.84263676404953,0.46832752227783203,0.8506428003311157,0.44565102458000183
22,0.8431959748268127,0.4669784903526306,0.8765565156936646,0.37840735912323
23,0.8509588241577148,0.45834293961524963,0.8543447256088257,0.4752470552921295
24,0.8559257984161377,0.4406822621822357,0.8765565156936646,0.3789132535457611
25,0.8603993058204651,0.4305439591407776,0.8637679219245911,0.42037180066108704
26,0.8609914183616638,0.42877355217933655,0.8725852966308594,0.3984034061431885
27,0.8666491508483887,0.41446051001548767,0.8812007904052734,0.37642449140548706
28,0.8643136620521545,0.41803237795829773,0.8815373182296753,0.367981880903244
29,0.868129312992096,0.41201043128967285,0.8941239714622498,0.33437594771385193
30,0.8758593201637268,0.3903200030326843,0.8863835334777832,0.3503786027431488
31,0.8745436072349548,0.39357492327690125,0.878508448600769,0.3803689777851105
32,0.8762869834899902,0.38502055406570435,0.8899508714675903,0.3255341947078705
33,0.881780207157135,0.3657829761505127,0.8970855474472046,0.3193264305591583
34,0.8826354146003723,0.3691156804561615,0.8613448143005371,0.45289885997772217
35,0.8827012181282043,0.36722925305366516,0.8899508714675903,0.3617914915084839
36,0.8865826725959778,0.3604092597961426,0.880527675151825,0.3707751929759979
37,0.8861221671104431,0.3683667480945587,0.899777889251709,0.3065982758998871
38,0.8916482925415039,0.3486909568309784,0.8865854740142822,0.3687654733657837
39,0.8916482925415039,0.34550347924232483,0.9227973222732544,0.2573777139186859
40,0.8958916068077087,0.3429480791091919,0.880931556224823,0.3639359176158905
41,0.8964507579803467,0.3299747109413147,0.9082587361335754,0.3022477328777313
42,0.895990252494812,0.333354651927948,0.8908931612968445,0.3569313883781433
43,0.8989177942276001,0.3191967308521271,0.9035471677780151,0.30549687147140503
44,0.9006940722465515,0.3184949457645416,0.9042202234268188,0.31568971276283264
45,0.9025689959526062,0.31887876987457275,0.8937874436378479,0.3308022916316986
46,0.8985559940338135,0.3322100043296814,0.8960759043693542,0.3402201533317566
47,0.9017137885093689,0.3220854103565216,0.9193646311759949,0.2819666862487793
48,0.9037531614303589,0.31190282106399536,0.9129030108451843,0.2780956029891968
49,0.906647801399231,0.31270304322242737,0.9226627349853516,0.2512890696525574
50,0.9085885286331177,0.30080142617225647,0.9135087728500366,0.2753782570362091
51,0.9100358486175537,0.30043673515319824,0.9261627793312073,0.23982320725917816
52,0.906647801399231,0.3134423792362213,0.9151914715766907,0.2730027139186859
53,0.9108582139015198,0.29443347454071045,0.9272396564483643,0.2361121028661728
54,0.9103977084159851,0.2963358163833618,0.899979829788208,0.30615222454071045
55,0.9103319048881531,0.29653266072273254,0.9139799475669861,0.27530837059020996
56,0.9147396683692932,0.2831090986728668,0.9177492260932922,0.27027207612991333
57,0.9111213684082031,0.2988678514957428,0.9178165197372437,0.283971905708313
58,0.9134567975997925,0.2893885672092438,0.9252204298973083,0.2428886741399765
59,0.9193447828292847,0.27143532037734985,0.9290570020675659,0.22293783724308014
60,0.9174368977546692,0.27705296874046326,0.9207780957221985,0.253334641456604
61,0.9145422577857971,0.2862873673439026,0.9206434488296509,0.2558441162109375
62,0.920956552028656,0.266901433467865,0.9299993515014648,0.22474747896194458
63,0.9172066450119019,0.27089232206344604,0.9155280590057373,0.2756749987602234
64,0.9168119430541992,0.282387912273407,0.9118260741233826,0.2894760072231293
65,0.9178645610809326,0.2680962383747101,0.905364453792572,0.30970725417137146
66,0.9196736812591553,0.2676921486854553,0.9252204298973083,0.24201883375644684
67,0.920265793800354,0.264301598072052,0.9263646602630615,0.25027769804000854
68,0.920265793800354,0.26575905084609985,0.9273743033409119,0.22798529267311096
69,0.92092365026474,0.26092925667762756,0.9282492995262146,0.23803196847438812
70,0.9229630827903748,0.2634217441082001,0.9451436996459961,0.1800559163093567
71,0.9220091700553894,0.2525273859500885,0.9230665564537048,0.25660452246665955
72,0.9225354194641113,0.2685069739818573,0.9115568399429321,0.2763705849647522
73,0.9172395467758179,0.27286598086357117,0.9221242666244507,0.2552846074104309
74,0.9247722029685974,0.250078946352005,0.9205761551856995,0.2573254704475403
75,0.9247722029685974,0.25408709049224854,0.9234704375267029,0.2538514733314514
76,0.9262524247169495,0.2445780336856842,0.9259608387947083,0.23596921563148499
77,0.9235551357269287,0.25760915875434875,0.9411051869392395,0.1971624791622162
78,0.9251998066902161,0.25004953145980835,0.9293935298919678,0.23010936379432678
79,0.9295746684074402,0.23248621821403503,0.9095376133918762,0.2993071377277374
80,0.9257919192314148,0.24163097143173218,0.9305378198623657,0.2295965701341629
81,0.9290483593940735,0.240059494972229,0.9260281324386597,0.2353210598230362
