,loss,accuracy,val_loss,val_accuracy,lr,_timestamp,_runtime
0,2.066725254058838,0.230946347117424,1.4599827527999878,0.4370330572128296,0.0009990005,1649042804,3127
1,1.443118691444397,0.4309726655483246,1.4501144886016846,0.45433127880096436,0.0009990005,1649042846,3169
2,1.1949965953826904,0.5038979053497314,1.0454589128494263,0.5659285187721252,0.0009990005,1649042890,3213
3,1.0404109954833984,0.5726785063743591,1.0551421642303467,0.5878037214279175,0.0009990005,1649042932,3255
4,0.8795050978660583,0.6602743268013,0.9443463683128357,0.6850642561912537,0.0009990005,1649042974,3297
5,0.7550427913665771,0.7233314514160156,0.8475347757339478,0.6909874081611633,0.0009990005,1649043014,3337
6,0.6505203247070312,0.7704351544380188,0.8647589683532715,0.6830450296401978,0.0009990005,1649043052,3375
7,0.5739151835441589,0.7984606027603149,0.7703951001167297,0.7257184982299805,0.0009990005,1649043092,3415
8,0.5047850012779236,0.8263872861862183,0.7106764316558838,0.7580265402793884,0.0009990005,1649043134,3457
9,0.4523962736129761,0.8463208675384521,0.40723976492881775,0.8590563535690308,0.0009990005,1649043176,3499
10,0.40650466084480286,0.8625374436378479,0.4216160476207733,0.8632294535636902,0.0009990005,1649043218,3541
11,0.3794877529144287,0.8741489052772522,0.39319953322410583,0.8706333637237549,0.0009990005,1649043260,3583
12,0.3516760766506195,0.8832604289054871,0.280267596244812,0.9070472121238708,0.0009990005,1649043302,3625
13,0.3201521039009094,0.8921416997909546,0.7320739030838013,0.7595072984695435,0.0009990005,1649043339,3662
14,0.295545756816864,0.9030624032020569,0.2785907983779907,0.9073164463043213,0.0009990005,1649043381,3704
15,0.28210368752479553,0.906022846698761,0.33680543303489685,0.8903546929359436,0.0009990005,1649043418,3741
16,0.2758409082889557,0.9087201356887817,0.2661319077014923,0.9139799475669861,0.0009990005,1649043461,3784
17,0.2551688849925995,0.9162856340408325,0.23054330050945282,0.9252204298973083,0.0009990005,1649043502,3825
18,0.245316281914711,0.9205289483070374,0.3573993742465973,0.8748738169670105,0.0009990005,1649043541,3864
19,0.22930969297885895,0.9265813827514648,0.34087318181991577,0.8916335701942444,0.0009990005,1649043578,3901
20,0.20669466257095337,0.9308904409408569,0.24595032632350922,0.9210473299026489,0.0009990005,1649043616,3939
21,0.21107614040374756,0.9299036264419556,0.23941875994205475,0.9191626906394958,0.0009990005,1649043654,3977
22,0.18572309613227844,0.9385546445846558,0.22022341191768646,0.9290570020675659,0.0009990005,1649043696,4019
