epoch,accuracy,loss,val_accuracy,val_loss
0,0.5471859574317932,1.1998711824417114,0.6314195394515991,0.9538241028785706
1,0.723035454750061,0.7605172395706177,0.7108433842658997,0.8511397242546082
2,0.7926055192947388,0.5785974860191345,0.7122568488121033,0.8249887824058533
3,0.8171112537384033,0.5168270468711853,0.8022481203079224,0.5558323264122009
4,0.8478339314460754,0.4406302571296692,0.7071413993835449,0.8387643694877625
5,0.8620111346244812,0.39234840869903564,0.8132866621017456,0.5423339605331421
6,0.882405161857605,0.34013739228248596,0.8564985990524292,0.4405893087387085
7,0.8971086740493774,0.2956652343273163,0.9015952348709106,0.28834590315818787
8,0.9024374485015869,0.2792458236217499,0.8112000823020935,0.5467451214790344
9,0.8882931470870972,0.32260408997535706,0.8797199726104736,0.3448438048362732
10,0.906680703163147,0.26903393864631653,0.8749411106109619,0.3770243525505066
11,0.9197394847869873,0.23249158263206482,0.9206434488296509,0.23218761384487152
12,0.9246406555175781,0.21796421706676483,0.9013260006904602,0.277859628200531
13,0.9312522411346436,0.19558657705783844,0.9139799475669861,0.2651761472225189
14,0.9382914900779724,0.1793871372938156,0.9338359236717224,0.18938127160072327
15,0.943784773349762,0.16334784030914307,0.9322205185890198,0.19631634652614594
16,0.9399690628051758,0.1718452274799347,0.8991721272468567,0.3027709126472473
17,0.9320417046546936,0.19955086708068848,0.9297974109649658,0.19774074852466583
18,0.9376994371414185,0.17919445037841797,0.9295281767845154,0.20878490805625916
19,0.9456267952919006,0.15880392491817474,0.946086049079895,0.15704815089702606
20,0.9322390556335449,0.19140446186065674,0.9343743920326233,0.18810158967971802
21,0.9436202645301819,0.15898098051548004,0.9381436109542847,0.1847049444913864
22,0.9484227299690247,0.14671623706817627,0.9349128603935242,0.1992085576057434
23,0.9470741152763367,0.1526668518781662,0.93073970079422,0.20292171835899353
24,0.9433900117874146,0.15636353194713593,0.9397590160369873,0.18143559992313385
25,0.9486201405525208,0.146293506026268,0.945480227470398,0.16719608008861542
26,0.9553304314613342,0.1290942132472992,0.9424513578414917,0.16242077946662903
27,0.9589487314224243,0.1185450330376625,0.9521437883377075,0.14056119322776794
28,0.9616788625717163,0.11229577660560608,0.9323551058769226,0.19882282614707947
29,0.9642775058746338,0.10259437561035156,0.9551726579666138,0.14034664630889893
30,0.9643761515617371,0.10235956311225891,0.9563841819763184,0.13566498458385468
31,0.9684221148490906,0.09240736812353134,0.9600861668586731,0.12098300457000732
32,0.9694417715072632,0.08949887007474899,0.9594130516052246,0.12198852747678757
33,0.9657248258590698,0.09706459939479828,0.9612976908683777,0.11120832711458206
34,0.9681918621063232,0.09423154592514038,0.9600861668586731,0.11808202415704727
35,0.9461202025413513,0.15552598237991333,0.9479033350944519,0.1536085605621338
36,0.9550672769546509,0.1283731311559677,0.9492495059967041,0.15027211606502533
37,0.9581263661384583,0.1184549555182457,0.9453456401824951,0.15403622388839722
38,0.9636853933334351,0.10448375344276428,0.9526149034500122,0.1404000222682953
39,0.9648038148880005,0.09898756444454193,0.9574611186981201,0.13014806807041168
40,0.9721719622612,0.08059762418270111,0.9634515643119812,0.11237455159425735
41,0.97296142578125,0.07455544918775558,0.9522783756256104,0.14664171636104584
42,0.9759218692779541,0.06868038326501846,0.9491822123527527,0.1530149281024933
43,0.9737837314605713,0.07653895765542984,0.9550380110740662,0.1395266056060791
44,0.9756916165351868,0.06937761604785919,0.9462206363677979,0.16337397694587708
