epoch,accuracy,loss,val_accuracy,val_loss
0,0.13098253309726715,2.1943159103393555,0.13145318627357483,2.1926887035369873
1,0.1319364458322525,2.192187547683716,0.13145318627357483,2.1918632984161377
2,0.1319364458322525,2.1910810470581055,0.13145318627357483,2.1904704570770264
3,0.1331535130739212,2.1770710945129395,0.2328195422887802,2.0963332653045654
4,0.2590375244617462,1.893750548362732,0.2760988175868988,1.8088780641555786
5,0.3289036452770233,1.6805301904678345,0.32853201031684875,1.5962671041488647
6,0.36140257120132446,1.5310249328613281,0.3559938073158264,1.4800158739089966
7,0.38044801354408264,1.456386685371399,0.3990711569786072,1.4061037302017212
8,0.4143942594528198,1.3826621770858765,0.4412734806537628,1.333526372909546
9,0.4561034142971039,1.2834383249282837,0.48273542523384094,1.1969728469848633
10,0.48590508103370667,1.1986132860183716,0.49700477719306946,1.165549874305725
11,0.5072201490402222,1.1499868631362915,0.5247358083724976,1.1338348388671875
12,0.5260682106018066,1.1067492961883545,0.5444571375846863,1.067498803138733
13,0.5422189831733704,1.0709881782531738,0.5497072339057922,1.0322680473327637
14,0.5638630390167236,1.0409208536148071,0.5585246086120605,1.0492771863937378
15,0.5833360552787781,1.0121238231658936,0.6144578456878662,0.975947916507721
16,0.6080392003059387,0.9756714701652527,0.5658612251281738,1.0514055490493774
17,0.6225453019142151,0.9449454545974731,0.6617755889892578,0.8809491395950317
18,0.6418538689613342,0.9067341089248657,0.6832469701766968,0.8343769311904907
19,0.6642873883247375,0.8634957075119019,0.6566601395606995,0.8729468584060669
20,0.687279999256134,0.8173602819442749,0.7201319336891174,0.7455947399139404
21,0.7130686640739441,0.7520415186882019,0.7350744009017944,0.7194496393203735
22,0.7248116731643677,0.7231186032295227,0.7532476186752319,0.6471238732337952
23,0.7415216565132141,0.6826030015945435,0.7459110021591187,0.6753451824188232
24,0.7558633089065552,0.642343282699585,0.7665746808052063,0.6159114241600037
25,0.7688891887664795,0.6167019605636597,0.7833344340324402,0.58646559715271
26,0.7842833995819092,0.582726240158081,0.8064212203025818,0.5409994125366211
27,0.7948423027992249,0.557875394821167,0.816180944442749,0.5032922625541687
28,0.8059603571891785,0.528820276260376,0.819882869720459,0.4989689886569977
29,0.8181638717651367,0.5022277235984802,0.8442484736442566,0.4417933523654938
30,0.8264530897140503,0.48043256998062134,0.843238890171051,0.43734821677207947
31,0.8351041078567505,0.4624539613723755,0.85777747631073,0.43587467074394226
32,0.8450708985328674,0.43579599261283875,0.8630275130271912,0.39730533957481384
33,0.8529653549194336,0.4168379008769989,0.8662583231925964,0.38980817794799805
34,0.8580967783927917,0.40363380312919617,0.8548831939697266,0.4278392195701599
35,0.866879403591156,0.38323062658309937,0.8614121079444885,0.40842384099960327
36,0.8701687455177307,0.37457311153411865,0.8881335258483887,0.32024505734443665
37,0.8747409582138062,0.3576562702655792,0.8806623220443726,0.3544437885284424
38,0.8811880946159363,0.33881551027297974,0.8860470056533813,0.34615573287010193
39,0.8850038051605225,0.33042046427726746,0.880729615688324,0.36969465017318726
40,0.8836551308631897,0.3363396227359772,0.9032779335975647,0.29532501101493835
41,0.895233690738678,0.30120423436164856,0.9037490487098694,0.299653559923172
42,0.8991480469703674,0.29195111989974976,0.90947026014328,0.2756153345108032
43,0.9036216139793396,0.27723315358161926,0.9165376424789429,0.25787463784217834
44,0.908785879611969,0.2658224403858185,0.922528088092804,0.2414545863866806
45,0.9114502668380737,0.2581692039966583,0.9115568399429321,0.26983702182769775
46,0.9054307341575623,0.27913105487823486,0.9224607944488525,0.23741289973258972
47,0.9155290722846985,0.2499425709247589,0.9127010703086853,0.2793416380882263
48,0.920167088508606,0.23326139152050018,0.9281147122383118,0.2308545857667923
49,0.9241143465042114,0.22575761377811432,0.9238069653511047,0.2455328404903412
50,0.9128646850585938,0.25600364804267883,0.9235377311706543,0.23267123103141785
51,0.9098713994026184,0.2658049464225769,0.9258261919021606,0.21834249794483185
52,0.9300023317337036,0.20794673264026642,0.9369993805885315,0.20255236327648163
53,0.9320088028907776,0.20215769112110138,0.9400282502174377,0.18798446655273438
54,0.935923159122467,0.19265028834342957,0.9409705996513367,0.1889609694480896
55,0.9369428753852844,0.1838323324918747,0.9459514021873474,0.16705164313316345
56,0.9384559988975525,0.18390138447284698,0.9407013654708862,0.19801567494869232
57,0.9401335716247559,0.1812702864408493,0.9370666742324829,0.19036392867565155
58,0.9443768262863159,0.16716894507408142,0.9487110376358032,0.15795636177062988
59,0.9432255625724792,0.16541427373886108,0.9487783312797546,0.16093643009662628
60,0.9461860060691833,0.16013593971729279,0.9518745541572571,0.15581844747066498
61,0.9483569860458374,0.15683726966381073,0.954297661781311,0.14160998165607452
62,0.9501661062240601,0.14905348420143127,0.9518072009086609,0.15151552855968475
63,0.9497714042663574,0.14806276559829712,0.9541630148887634,0.15225474536418915
64,0.9518765807151794,0.14379578828811646,0.9541630148887634,0.1528913527727127
65,0.9542778134346008,0.13728706538677216,0.949586033821106,0.16291849315166473
66,0.9541462659835815,0.13681836426258087,0.9565861225128174,0.13093078136444092
67,0.9571724534034729,0.13298693299293518,0.9551053643226624,0.14291036128997803
68,0.9561856389045715,0.1295469105243683,0.9574611186981201,0.13564826548099518
69,0.958027720451355,0.1238948255777359,0.9611631035804749,0.1245187446475029
70,0.9596723914146423,0.11949192732572556,0.9630477428436279,0.11963360756635666
71,0.9605605006217957,0.11742280423641205,0.9618361592292786,0.12390825152397156
72,0.9613828659057617,0.11283846199512482,0.964528501033783,0.11387009173631668
73,0.9627643823623657,0.11249380558729172,0.9645957946777344,0.11826396733522415
74,0.9639814496040344,0.10980311036109924,0.9660766124725342,0.11258293688297272
75,0.9634880423545837,0.10812056809663773,0.9648650288581848,0.10955576598644257
76,0.9650669097900391,0.10537208616733551,0.962509274482727,0.1277139037847519
77,0.9654945731163025,0.10255103558301926,0.9680958390235901,0.10156241059303284
